class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,habitat
p,b,g,b,t,f,d,w,n,n,d
p,b,s,g,t,p,a,w,b,y,m
p,x,s,p,f,f,d,d,n,h,w
e,f,f,u,t,l,n,w,b,p,w
e,f,g,n,f,a,n,c,b,w,m
p,x,g,e,f,s,f,c,b,p,u
p,s,s,n,f,s,n,w,n,y,u
e,k,g,w,t,n,n,w,b,w,u
e,f,g,g,f,n,a,d,n,p,g
e,c,s,u,f,n,n,c,n,n,l
e,s,y,p,f,y,d,c,n,h,m
p,s,y,w,f,p,n,c,b,e,d
p,b,f,b,t,s,a,w,b,k,p
p,f,s,u,t,c,f,c,b,w,u
p,k,f,r,t,m,a,w,b,o,d
e,s,g,u,t,a,d,d,n,e,l
p,f,s,n,t,p,d,w,n,r,p
p,f,y,y,t,c,f,d,b,w,g
e,b,g,w,t,l,a,d,n,o,m
p,c,y,n,f,s,a,w,n,e,l
e,s,y,r,f,a,f,d,n,y,d
p,c,f,e,t,p,f,w,b,g,l
e,k,s,n,f,n,f,c,n,r,m
p,x,s,u,t,c,f,w,b,y,m
e,x,s,b,t,a,d,d,b,r,w
e,x,f,u,f,n,d,d,b,r,d
p,k,y,u,f,f,f,c,n,u,u
p,s,f,w,f,c,n,w,n,h,d
e,f,s,p,f,a,f,c,b,n,m
e,c,g,g,t,n,n,d,n,u,l
e,c,s,u,f,n,n,w,b,e,u
p,f,s,u,t,p,a,d,b,o,d
p,s,y,g,t,f,n,w,b,g,m
p,c,s,b,f,p,n,c,b,r,p
e,s,s,w,f,a,n,c,n,w,d
p,c,y,e,f,p,d,d,b,o,p
e,x,s,r,t,y,a,c,b,g,m
e,x,s,r,t,n,a,c,n,g,w
p,b,y,n,f,y,n,d,n,r,d
p,b,g,w,f,f,d,d,n,p,l
p,c,y,y,t,f,f,d,b,n,u
p,x,s,e,f,f,d,w,b,w,w
p,s,f,r,f,s,a,d,b,e,u
p,b,g,y,f,y,n,w,n,u,u
e,b,y,p,f,y,d,d,b,e,g
e,x,g,y,f,n,n,w,n,g,m
p,s,g,y,f,s,f,d,n,h,w
p,b,f,e,f,n,d,w,b,p,g
e,f,f,p,t,n,f,c,b,h,w
e,s,f,y,f,n,f,d,n,n,g
e,f,s,g,f,l,a,d,n,g,p
e,x,y,c,t,a,a,w,n,g,u
p,x,s,u,t,p,n,c,b,h,g
e,b,y,b,f,n,f,c,n,b,d
p,c,s,u,t,s,f,w,n,w,l
e,k,s,n,f,a,a,d,b,g,m
p,f,f,y,t,f,f,c,n,u,l
e,f,s,r,t,p,d,d,b,u,u
p,s,f,w,t,p,f,w,n,u,p
p,s,y,n,f,p,f,d,n,r,l
p,x,f,e,t,c,a,c,b,p,l
e,c,g,w,f,a,a,w,b,k,w
e,x,g,w,f,n,n,c,n,k,d
e,b,s,e,t,a,a,d,b,o,g
e,c,g,g,t,l,d,d,b,y,l
p,b,y,u,f,s,f,w,n,g,p
p,f,s,n,f,n,n,c,n,n,l
p,x,f,u,f,f,f,c,n,h,l
p,s,s,p,t,y,a,c,b,h,u
e,x,s,r,f,a,f,w,b,r,w
e,k,g,n,t,a,f,d,n,p,p
e,c,s,e,f,n,d,d,b,b,l
p,f,y,y,t,c,f,d,n,y,u
p,k,s,n,f,f,d,c,b,y,m
e,k,f,n,f,n,f,w,n,o,l
e,x,f,c,t,p,a,c,b,n,l
p,c,g,e,t,y,n,w,b,u,u
p,x,s,e,t,n,a,c,n,y,w
p,c,f,u,t,y,n,w,b,o,u
e,k,s,r,t,n,f,c,b,k,d
e,b,s,e,f,l,a,c,n,h,u
p,f,f,b,t,c,d,w,n,n,l
p,k,s,e,t,p,a,d,n,e,g
e,x,g,b,t,n,d,d,b,g,g
p,f,g,y,t,s,f,w,b,u,u
p,k,f,r,t,f,f,w,b,b,g
e,c,y,g,f,l,n,d,n,g,m
e,x,y,n,t,n,a,c,n,w,g
e,k,s,r,f,l,f,d,n,e,g
e,c,g,u,t,n,n,w,b,n,l
p,c,f,n,t,p,n,c,n,h,w
e,c,g,b,f,l,f,w,b,n,g
p,f,y,w,t,f,d,d,b,p,u
p,x,y,r,t,c,d,c,b,o,d
e,c,s,u,f,n,n,d,n,o,l
e,k,f,b,f,n,f,d,b,o,d
p,c,s,u,t,p,a,d,b,u,g
p,x,g,u,f,c,a,c,n,n,d
p,s,g,u,t,f,n,d,n,r,m
e,s,y,r,t,a,a,c,n,y,l
e,f,s,w,t,a,f,d,n,h,w
p,c,g,b,f,y,a,d,b,y,l
p,k,g,g,f,y,a,w,b,e,l
e,x,g,b,t,n,f,d,n,w,g
p,c,f,e,t,f,d,c,b,r,w
e,f,y,n,f,n,d,w,n,u,u
p,b,s,w,t,s,n,c,b,w,p
p,s,g,r,f,c,f,d,n,k,w
e,k,f,c,f,n,d,w,n,n,p
p,s,g,g,f,p,a,w,b,r,p
e,c,g,n,f,n,n,w,b,y,g
e,c,y,c,f,a,f,c,b,y,m
e,b,f,e,t,p,f,w,b,o,l
e,x,g,b,f,n,n,w,n,b,l
e,b,y,b,f,a,d,c,b,k,d
p,x,f,w,f,s,n,c,b,o,w
p,c,g,r,t,p,n,c,n,y,u
e,b,s,r,f,n,f,d,b,n,d
p,s,y,n,f,f,f,c,n,y,w
p,s,g,p,f,p,a,c,b,r,l
p,c,g,e,t,y,n,w,b,h,u
p,b,f,p,t,s,f,d,n,e,w
e,c,s,u,t,n,f,w,n,h,g
e,s,y,g,f,l,f,c,n,u,p
p,s,f,b,f,f,f,c,n,o,w
e,c,g,n,t,n,n,w,b,k,d
e,c,y,p,t,a,n,d,b,h,u
e,f,g,w,f,n,d,d,b,e,u
e,b,g,y,t,a,n,w,b,r,l
e,f,s,r,t,n,f,c,n,n,g
e,c,g,b,t,n,a,d,n,h,p
e,k,y,n,f,n,n,d,n,n,g
p,s,g,c,t,y,d,w,n,k,p
p,x,y,g,t,m,n,d,b,k,m
e,b,s,u,t,n,f,c,b,u,g
e,b,g,w,f,f,d,w,n,w,m
e,s,f,e,f,n,f,d,b,u,p
e,x,y,w,t,a,f,c,n,h,u
e,f,g,u,t,a,n,c,b,p,m
e,x,f,y,t,y,n,w,n,y,d
p,k,y,e,t,s,d,w,b,e,d
p,c,f,e,t,n,d,c,b,w,p
e,x,g,n,f,l,d,c,b,o,p
e,x,s,w,t,n,d,d,n,g,d
p,c,s,b,t,n,a,d,n,e,m
p,s,f,u,f,n,d,d,n,n,w
p,b,g,y,f,f,n,d,b,u,g
p,s,g,y,t,m,a,d,b,o,w
e,k,y,r,f,a,f,w,b,h,u
e,s,g,g,f,y,f,d,b,e,p
p,x,s,n,t,m,d,d,b,n,g
e,x,g,n,t,f,f,d,b,n,p
p,b,y,c,f,c,a,c,b,b,p
p,k,y,n,t,f,n,d,n,r,d
p,c,g,e,t,f,n,w,n,k,p
e,c,g,c,f,n,a,c,n,g,g
p,f,y,y,t,f,d,c,n,e,l
e,k,y,b,f,n,d,d,b,b,u
e,k,f,p,f,a,d,c,b,o,u
e,x,s,g,f,n,a,d,n,o,l
p,f,s,g,f,s,d,d,b,e,p
p,c,f,b,f,c,n,d,b,y,l
e,k,f,b,t,a,a,w,b,g,w
e,k,s,p,f,n,a,c,n,u,m
p,b,y,r,t,y,f,c,n,w,m
p,c,s,w,t,f,f,c,b,e,g
p,b,y,g,f,p,d,c,n,p,g
e,f,s,r,t,l,d,c,b,u,m
e,k,y,n,f,a,n,d,b,w,w
p,f,s,b,f,s,d,d,n,r,w
e,s,f,c,t,n,n,d,n,p,l
p,b,g,r,f,f,d,w,b,e,d
p,c,g,r,t,s,n,w,b,n,w
e,k,g,g,t,n,a,w,b,g,g
e,s,y,y,t,a,n,w,b,p,d
p,s,g,c,f,c,d,c,n,n,l
e,c,s,w,t,n,f,w,n,n,g
e,f,g,n,f,a,d,c,n,b,u
p,s,y,p,t,s,a,c,n,n,l
e,x,y,u,t,l,f,c,b,h,m
p,c,y,y,f,f,n,d,b,h,m
e,s,s,g,t,l,f,d,n,k,w
p,c,y,y,t,f,d,c,b,r,d
e,c,s,c,t,a,f,w,n,y,g
e,k,y,e,f,n,f,c,b,o,l
p,f,f,w,f,f,d,d,n,o,p
p,f,y,n,t,y,d,w,n,y,d
e,k,g,y,t,n,a,d,b,g,m
e,c,g,w,f,n,f,w,n,h,m
p,c,f,u,f,f,n,d,n,n,l
e,x,y,n,f,f,d,c,n,g,l
p,s,g,u,t,f,f,d,b,h,g
p,c,g,r,t,c,d,w,b,p,w
p,s,s,y,f,c,a,d,n,e,w
e,b,s,u,f,n,d,w,n,k,p
e,s,y,w,t,n,d,d,n,o,d
p,c,f,e,t,y,a,d,b,g,m
e,x,y,p,f,s,d,c,n,e,l
e,b,s,b,f,a,a,w,b,g,m
e,x,s,e,t,p,f,w,n,k,d
e,s,y,g,f,n,f,c,b,u,p
e,x,y,e,t,f,f,d,n,o,w
e,s,y,u,t,n,n,w,n,n,w
p,f,y,g,t,c,d,w,n,w,d
e,s,f,e,f,n,a,w,n,g,u
e,k,g,b,t,a,d,c,b,p,u
e,x,y,w,f,a,n,c,n,w,p
p,c,g,p,f,s,d,w,n,o,l
e,f,s,u,t,n,n,d,b,n,u
p,b,g,y,f,s,d,d,b,o,d
p,s,y,n,t,f,n,c,n,r,d
e,k,g,c,f,a,a,d,b,y,l
e,f,y,y,t,a,d,c,n,p,g
e,x,y,r,t,n,d,w,b,u,m
p,f,s,u,t,s,a,w,n,o,d
p,c,y,n,t,f,a,w,b,p,g
p,c,s,w,t,f,f,c,b,y,d
e,c,f,r,f,n,n,d,n,e,d
p,k,y,c,f,c,a,w,b,o,u
e,f,s,u,t,a,f,d,b,o,u
e,f,s,y,f,l,n,d,n,k,l
p,x,y,e,f,p,f,c,b,g,u
p,b,g,y,t,s,d,c,n,e,l
e,c,s,y,t,n,n,d,n,g,p
e,b,f,c,t,l,d,d,b,h,u
e,b,g,u,t,n,d,w,b,k,p
e,c,g,u,t,a,d,w,n,o,p
e,c,y,g,f,n,d,w,n,p,w
p,x,s,y,f,m,d,d,b,g,m
p,k,f,w,f,s,d,c,n,h,w
p,c,s,n,t,c,f,d,b,y,l
p,b,f,n,f,f,f,w,b,u,p
p,x,s,r,t,f,n,w,b,b,m
p,f,y,c,t,y,n,c,b,b,u
p,x,f,y,t,p,n,d,n,h,u
e,c,y,w,t,l,d,w,b,o,p
p,s,s,r,f,y,d,c,n,n,w
p,c,f,u,t,y,f,w,n,p,u
p,k,f,n,f,y,f,c,b,n,l
p,x,s,b,t,s,n,d,b,h,d
e,c,y,g,f,n,a,c,b,n,u
p,b,f,w,f,n,a,d,b,u,g
e,b,f,r,t,n,d,d,n,h,u
p,x,f,r,f,s,d,w,b,g,p
e,k,s,w,f,a,d,d,n,u,m
e,s,g,e,t,n,f,w,n,n,l
e,x,s,b,f,l,d,w,b,h,l
p,k,y,u,f,y,d,d,b,r,m
e,b,g,n,f,a,d,c,n,k,l
p,c,f,y,t,s,a,d,n,k,w
e,f,f,w,t,n,a,d,n,o,p
p,c,g,c,f,c,n,c,n,r,p
p,b,f,b,f,s,d,w,n,h,m
e,s,f,g,f,l,f,w,b,g,p
e,b,s,g,f,n,a,d,n,g,g
p,c,s,c,t,f,n,c,n,u,p
p,c,y,b,f,y,d,c,n,g,l
p,s,f,r,f,m,a,c,b,n,m
e,s,y,g,f,y,f,c,n,o,w
e,b,y,r,t,n,f,d,b,e,g
p,c,g,e,f,y,f,d,n,u,p
e,f,g,b,f,l,f,w,b,o,g
e,f,f,w,t,l,d,c,b,p,u
e,x,g,y,f,l,n,d,b,e,u
p,f,y,n,f,f,n,d,n,b,g
p,b,s,e,f,f,f,c,n,w,u
e,b,g,r,t,n,d,c,b,u,u
e,x,y,b,t,n,n,w,b,o,u
e,k,g,e,f,l,n,c,n,e,w
e,x,f,r,f,a,n,w,b,h,d
e,k,g,y,t,l,f,w,b,y,d
p,k,s,y,t,f,d,c,b,e,w
e,c,f,c,f,a,f,c,b,o,m
e,s,g,u,f,a,d,d,b,b,m
p,f,s,g,f,y,a,c,b,w,u
e,k,y,y,t,a,d,c,b,e,l
p,c,g,p,t,p,d,w,n,o,u
e,x,g,y,t,f,f,c,b,b,u
e,x,y,e,t,n,f,d,b,n,u
p,k,y,n,t,c,a,d,b,k,l
p,c,g,b,f,n,f,c,n,w,l
e,b,s,e,f,l,d,c,n,r,w
p,s,y,u,f,s,n,w,b,b,u
p,s,y,y,t,f,f,c,b,e,p
e,f,s,w,f,a,n,w,n,y,w
e,k,g,b,t,l,n,c,b,w,g
p,b,f,e,t,p,n,w,n,n,m
e,f,g,p,f,n,f,d,b,w,g
p,b,g,n,f,m,d,c,b,b,m
p,s,f,g,f,p,n,c,n,p,d
p,c,g,b,f,n,a,w,n,b,w
e,k,g,u,f,a,f,w,n,h,g
e,b,y,w,t,l,n,c,b,n,w
p,b,s,p,t,s,n,w,b,p,l
e,b,g,g,t,a,f,c,b,r,d
e,s,f,r,f,n,d,d,b,u,d
e,k,f,n,f,n,a,w,b,p,u
e,c,y,g,f,a,n,c,b,h,m
p,c,g,y,f,m,a,d,b,p,u
e,b,g,c,t,a,f,c,n,k,u
p,c,g,w,f,f,d,c,b,w,w
e,f,g,p,f,n,f,d,n,u,d
p,c,f,g,f,p,d,w,b,g,l
e,b,f,c,f,a,n,d,n,h,m
p,f,y,g,f,n,n,c,n,g,d
p,k,g,e,t,p,n,d,b,k,p
e,x,f,r,f,n,d,c,b,n,l
p,s,g,n,f,p,f,d,b,n,u
e,c,s,r,f,l,n,w,b,w,w
p,f,s,e,t,p,d,d,b,u,m
p,x,f,g,f,y,n,d,n,r,l
p,k,s,b,t,y,f,w,b,b,l
p,x,s,c,t,s,a,c,b,h,p
e,k,f,w,f,n,a,d,n,k,d
e,b,y,u,f,n,f,c,b,o,d
e,b,s,c,f,n,n,d,n,o,g
e,s,g,r,f,y,n,w,n,p,m
p,s,s,c,t,f,a,d,b,k,m
e,k,y,y,t,l,a,c,n,u,m
p,x,y,g,t,p,a,c,b,n,m
e,s,y,e,t,a,a,w,n,k,d
e,c,y,c,f,l,d,c,n,k,g
p,x,y,c,f,y,f,w,n,p,d
e,s,s,e,t,n,n,w,b,b,l
p,x,s,y,t,y,n,c,b,r,l
e,c,s,y,t,a,f,c,b,r,d
p,x,s,u,t,m,n,w,n,w,w
e,x,y,u,f,y,n,c,n,n,g
e,f,y,y,t,l,a,w,n,n,l
p,k,g,b,t,m,n,d,b,k,g
p,b,s,u,t,n,f,c,n,u,g
e,s,y,y,t,l,f,c,b,k,l
e,s,g,y,f,n,f,w,n,r,w
p,s,g,c,t,p,n,d,n,y,d
e,k,f,u,t,y,d,d,n,u,d
p,x,s,g,t,s,a,c,n,r,d
p,c,y,e,t,c,f,w,n,w,l
e,c,s,e,t,n,d,w,b,r,g
e,b,g,p,f,n,n,c,n,h,p
p,b,s,c,t,y,a,d,n,g,u
e,b,f,p,t,n,d,w,n,k,m
p,c,f,p,t,m,n,w,n,b,g
e,x,y,c,t,n,n,c,n,w,l
p,b,y,g,f,p,d,c,b,r,w
e,b,y,b,f,n,d,d,b,n,g
p,c,y,n,f,f,f,d,b,k,l
e,s,s,b,t,n,a,w,n,k,g
e,x,s,u,f,s,a,c,b,k,d
p,b,g,y,t,s,f,c,n,e,l
e,x,g,r,f,a,a,c,n,e,p
e,f,y,w,f,y,a,d,n,y,w
e,s,s,c,f,p,n,d,b,k,d
e,s,y,b,f,n,d,w,n,r,u
p,b,g,g,t,y,f,c,b,e,l
p,b,s,b,f,y,d,d,b,h,w
e,c,y,u,f,n,a,c,n,h,p
p,s,f,y,t,y,a,d,n,h,u
p,f,g,p,f,y,f,c,n,p,d
p,f,f,e,f,f,d,w,n,o,l
e,f,f,r,f,f,n,d,b,g,m
p,k,s,b,t,c,d,d,b,o,g
e,c,f,g,t,n,d,w,n,p,g
e,c,f,n,f,l,f,w,b,e,d
e,b,y,b,f,l,n,c,n,p,g
e,c,s,g,t,n,d,d,b,w,d
p,b,y,p,t,s,d,c,b,o,l
e,b,y,g,f,n,a,c,b,o,m
p,k,y,g,t,f,a,c,b,u,m
e,c,s,y,f,a,n,d,b,w,m
p,c,g,y,t,y,d,w,n,g,w
p,k,s,b,t,f,d,c,b,p,u
p,k,y,w,f,p,a,d,n,n,w
p,c,g,y,f,m,n,c,b,y,d
p,c,f,e,f,s,f,w,b,p,l
e,b,g,e,t,l,a,w,n,k,p
p,x,s,r,f,s,d,d,n,u,u
e,s,y,c,f,l,f,d,b,k,l
p,b,f,p,t,f,d,w,n,p,m
e,f,f,w,t,y,d,d,n,b,w
p,f,y,e,f,c,d,w,b,h,l
p,x,f,u,t,y,n,c,n,w,m
e,s,f,e,f,a,f,w,b,e,p
e,k,f,g,t,a,d,c,b,o,m
p,f,s,p,t,f,n,d,n,e,u
e,k,g,r,t,n,f,c,n,b,l
e,k,s,b,t,n,a,w,b,u,g
e,b,f,e,f,f,n,d,n,b,m
p,k,s,c,t,f,f,d,b,p,m
p,x,f,r,f,y,d,w,b,p,g
p,b,s,e,t,f,d,d,n,b,u
p,x,g,w,f,s,n,w,b,b,p
e,k,y,w,f,y,a,c,b,e,w
p,f,g,r,t,p,n,c,b,g,p
e,s,s,b,f,n,a,d,b,p,u
e,k,s,u,f,a,a,w,b,r,l
e,x,g,u,f,l,n,w,b,g,d
p,c,s,e,f,s,n,c,n,g,d
p,c,y,e,f,s,n,c,n,w,p
e,f,y,r,f,n,f,d,n,y,w
p,s,g,n,t,f,f,w,b,r,w
e,x,f,g,f,n,n,d,b,p,d
e,f,y,g,f,p,f,d,n,r,w
e,b,s,c,f,a,f,d,b,o,u
p,k,f,e,t,s,a,w,b,u,w
p,b,y,c,t,c,d,c,n,o,m
e,c,f,r,t,f,d,w,b,u,w
p,k,s,b,f,f,f,w,n,e,g
e,b,g,p,t,n,a,w,b,k,l
p,c,g,p,t,m,n,d,n,b,l
p,s,s,e,t,n,a,d,n,r,w
e,b,g,e,f,a,a,w,b,b,m
p,k,s,n,t,c,d,d,b,w,p
p,b,g,r,t,f,n,d,n,n,l
e,k,y,b,f,n,d,c,b,g,g
p,b,g,y,f,p,f,w,n,k,m
e,f,f,r,t,l,d,w,n,g,l
e,s,g,y,f,a,a,d,b,w,d
e,b,g,w,t,a,n,w,n,p,w
e,b,g,g,f,n,n,w,n,u,m
p,f,g,e,t,y,n,w,b,e,p
p,c,y,n,f,m,d,w,b,r,w
p,k,s,e,f,f,d,d,n,h,u
e,x,y,p,f,l,d,c,n,b,m
e,c,y,e,t,l,f,d,b,p,p
e,k,f,p,t,l,d,c,n,y,l
e,b,s,c,t,s,f,w,b,n,l
p,c,s,e,f,y,d,w,n,p,p
p,b,f,r,f,s,f,w,n,o,l
e,c,s,y,t,n,a,w,b,n,d
p,c,g,r,f,y,a,w,n,n,d
p,x,s,u,t,p,n,w,n,n,l
e,f,f,p,t,n,a,w,b,k,l
p,c,f,w,t,m,n,c,n,o,p
e,b,f,u,f,l,f,d,n,p,w
e,x,f,c,t,n,n,w,b,o,p
e,c,y,r,t,n,a,w,n,h,m
e,f,s,w,t,n,f,w,b,w,g
e,b,y,y,t,a,n,c,n,y,u
e,x,f,b,t,l,f,w,n,u,w
e,k,f,n,f,a,f,d,n,n,d
p,s,y,e,f,f,a,c,b,g,w
p,f,g,e,t,f,f,c,n,n,l
p,k,s,b,t,y,d,w,n,b,d
e,k,y,e,t,a,a,c,n,n,g
e,x,s,r,t,n,n,w,n,p,d
e,x,f,b,f,n,d,d,n,e,w
e,x,f,u,f,n,a,d,n,r,g
p,k,f,u,t,p,f,c,b,g,d
p,s,s,c,f,p,n,c,b,g,p
p,b,s,n,f,c,f,w,n,u,p
p,x,y,g,t,s,f,c,b,n,g
e,f,f,b,t,a,n,d,b,k,p
e,x,y,g,t,n,n,c,n,r,m
p,s,g,e,t,f,a,d,n,p,m
e,x,f,b,t,a,a,w,n,p,u
e,s,f,n,f,n,f,d,b,r,u
e,x,g,c,f,n,a,c,n,b,w
e,k,y,y,f,n,d,d,b,b,w
e,s,s,u,f,n,n,d,n,n,u
p,b,f,p,t,f,f,c,n,n,w
p,x,s,p,f,c,d,w,n,n,l
e,k,f,u,t,n,d,d,n,o,m
e,f,f,e,f,n,n,c,n,e,l
p,b,s,c,t,y,a,d,n,u,m
e,k,f,c,f,a,d,d,n,e,w
e,s,g,y,f,l,f,d,b,w,g
e,c,y,e,f,n,d,w,n,o,d
e,f,g,u,t,l,n,d,b,y,l
p,f,y,y,t,y,a,c,n,p,u
p,c,g,r,f,s,a,c,b,y,m
e,k,g,g,t,a,f,d,b,y,w
e,k,y,p,f,l,f,w,n,g,u
e,s,f,w,f,a,f,c,b,n,p
e,f,s,p,t,n,f,w,n,p,m
p,k,s,e,t,p,f,w,n,g,w
p,c,s,n,f,f,d,c,b,u,w
p,k,f,p,f,n,d,c,b,r,m
p,f,g,b,f,y,n,w,b,o,u
p,k,g,c,f,y,a,d,n,k,d
p,b,g,p,f,f,d,w,b,p,u
e,c,f,b,f,n,f,c,n,o,u
e,c,y,g,f,a,n,w,b,o,m
p,x,f,p,t,p,f,c,n,o,g
e,k,s,r,t,n,a,d,n,o,p
p,s,g,p,t,f,f,d,n,w,w
p,c,f,p,t,s,n,d,b,k,d
p,k,f,e,t,f,n,d,n,y,u
e,b,f,w,t,n,n,d,b,u,w
p,f,y,r,t,p,a,c,b,o,g
e,f,g,p,f,n,d,w,n,o,d
p,x,f,p,f,f,d,d,n,w,w
e,x,f,p,t,l,n,c,b,y,u
e,s,s,b,f,n,d,w,n,k,m
p,c,g,g,t,f,a,w,b,r,g
e,s,f,n,t,a,f,d,n,e,d
e,c,f,n,t,n,a,d,n,p,w
p,c,f,n,t,y,d,w,n,g,m
e,b,f,u,f,l,a,w,n,y,l
p,x,g,n,t,m,f,c,n,y,u
e,x,f,p,t,a,a,d,n,k,p
p,f,y,b,t,f,d,w,n,g,g
p,x,f,p,f,f,f,w,b,n,l
e,x,y,p,f,a,d,d,n,n,u
e,b,g,c,t,n,f,c,n,h,l
p,s,f,e,f,f,n,c,b,y,g
e,c,s,g,t,l,f,d,b,w,p
e,s,y,u,f,n,d,c,n,h,g
p,b,y,g,t,y,n,c,b,e,d
e,k,f,n,t,n,n,c,b,o,p
e,f,s,p,t,l,d,w,b,u,d
p,f,s,r,f,y,d,w,b,w,d
e,f,f,w,f,n,a,c,n,y,w
e,s,g,w,t,n,d,d,n,n,d
e,c,g,e,f,f,f,d,n,p,d
p,c,f,u,f,p,n,d,n,p,m
p,c,g,b,t,f,a,c,b,w,u
p,f,s,e,t,s,a,d,b,p,l
e,f,g,c,f,n,a,w,b,u,d
e,s,g,p,t,n,n,d,b,u,m
e,s,g,y,f,a,a,d,n,e,d
e,f,f,u,t,a,n,w,n,o,u
p,k,f,p,t,f,n,w,n,g,l
e,k,y,r,t,l,a,c,b,o,m
e,s,g,g,t,n,n,c,n,o,d
e,f,f,b,t,s,a,c,b,e,d
p,c,s,w,t,s,d,c,n,e,u
p,c,y,u,t,n,f,c,b,o,u
p,k,s,u,t,p,d,w,b,p,m
p,k,g,g,f,f,f,w,b,n,g
e,f,s,r,f,l,n,w,n,h,p
e,f,y,p,f,l,n,d,n,y,w
e,c,g,b,f,f,a,d,b,u,p
p,s,f,g,f,y,d,d,b,h,d
p,x,s,g,f,p,d,c,b,n,w
p,s,s,g,f,c,n,d,b,o,w
p,c,y,u,f,c,d,c,b,r,w
p,s,f,u,f,f,f,c,b,h,g
p,c,g,u,t,s,n,c,n,p,u
p,f,g,u,f,p,a,c,n,r,l
p,x,g,b,f,f,a,d,b,p,g
e,x,y,r,t,y,n,w,n,h,u
p,f,s,y,f,y,n,c,n,n,d
p,b,s,b,t,s,a,d,n,y,d
e,f,s,r,t,f,f,c,n,r,m
p,k,s,p,f,f,d,c,n,u,m
p,s,y,c,f,c,n,w,n,y,w
e,x,y,p,t,l,n,c,n,u,u
p,f,f,r,f,c,f,w,b,w,w
e,c,y,g,f,n,a,d,n,u,m
p,c,s,y,f,f,n,c,b,b,p
p,s,g,w,f,s,f,w,n,b,d
e,c,f,e,t,n,n,c,n,e,g
e,f,g,u,t,n,f,c,b,b,p
p,b,g,n,f,y,f,c,b,g,u
e,k,s,w,f,n,a,w,n,g,g
e,c,y,w,f,a,d,d,n,g,m
p,f,y,p,t,s,a,w,b,p,g
e,b,y,u,f,l,f,d,n,e,g
e,x,s,c,f,a,d,w,n,y,m
p,x,s,r,t,c,d,w,n,p,w
p,s,g,u,t,f,a,d,b,p,l
p,k,f,n,f,c,a,d,n,u,m
p,f,y,n,t,y,n,d,n,e,p
e,f,y,r,f,a,d,w,b,r,w
e,c,f,w,t,n,f,d,n,n,d
e,b,g,u,t,n,n,c,n,u,l
p,k,g,n,t,y,n,c,n,r,p
p,b,f,r,t,f,n,c,n,k,u
p,k,y,e,t,f,n,c,n,y,p
p,f,s,e,t,p,a,d,b,y,w
p,f,s,b,f,f,d,d,b,g,d
e,k,f,u,f,n,n,c,b,o,d
e,b,y,y,t,n,d,d,b,y,w
e,s,f,r,t,n,f,c,n,y,d
e,x,g,w,f,f,d,w,n,k,w
p,x,g,c,f,s,a,d,n,o,d
e,c,s,n,t,y,d,w,n,w,g
p,c,g,g,t,p,f,d,n,g,w
p,s,g,u,f,c,f,d,b,g,w
e,b,f,n,t,a,n,d,n,n,u
e,s,f,b,f,n,f,w,n,y,d
e,f,y,r,t,a,n,w,n,h,l
e,b,f,w,t,n,a,c,b,u,p
p,k,y,n,t,s,a,w,n,y,u
e,x,s,g,t,f,a,w,b,n,d
p,c,f,c,f,s,d,c,b,u,p
p,b,f,r,f,p,f,w,n,p,g
p,b,f,r,f,n,f,w,n,h,g
p,k,s,y,f,n,f,c,b,y,l
e,f,f,b,f,n,n,w,b,n,m
e,f,g,r,f,f,n,c,n,r,w
e,x,f,w,t,n,a,d,n,o,d
e,s,y,r,t,n,f,d,b,n,m
p,s,g,y,f,f,d,w,b,p,g
p,c,f,b,t,s,d,d,n,u,u
e,f,f,u,f,n,a,w,n,g,l
e,f,s,p,f,n,n,c,b,r,d
e,f,y,u,t,n,n,c,b,r,p
p,s,g,e,f,y,n,c,b,e,p
p,b,g,y,t,p,a,d,b,n,u
p,f,s,r,f,f,a,c,n,w,m
p,s,g,b,f,p,f,c,n,k,g
e,k,g,u,f,n,f,w,n,w,g
e,s,y,u,t,n,f,w,b,g,l
e,x,f,e,t,l,d,w,n,r,d
e,f,f,u,t,s,d,w,n,y,g
p,c,g,y,t,p,f,c,b,k,d
p,b,y,u,f,y,d,w,b,p,m
p,k,s,w,t,m,d,d,b,g,m
e,s,f,e,t,a,n,d,b,g,u
e,x,g,b,t,l,n,d,b,p,d
e,b,g,b,t,n,a,w,n,p,l
p,k,y,u,f,f,n,c,b,u,l
p,b,y,y,t,s,f,w,n,w,g
e,x,y,y,f,a,n,d,n,h,w
p,x,g,c,t,p,d,w,b,b,p
p,f,y,n,t,y,d,d,n,e,l
e,c,g,w,t,l,f,c,b,w,g
p,f,f,c,t,y,f,c,n,n,d
e,s,g,n,t,a,n,c,n,k,p
p,b,g,p,t,y,n,c,n,e,g
p,f,f,g,t,p,n,c,b,g,u
p,x,y,n,t,f,a,w,n,r,l
e,x,y,g,t,a,a,c,n,p,g
e,x,g,e,f,n,f,w,n,r,d
e,f,g,u,t,n,n,d,n,n,u
e,s,f,n,t,n,d,d,n,p,g
p,s,y,y,t,n,a,c,b,g,m
p,k,f,w,f,n,f,w,b,b,g
e,f,g,p,f,l,a,c,n,r,d
e,f,g,b,t,s,n,d,n,y,m
e,f,f,c,t,n,d,w,n,r,l
e,f,f,u,f,s,d,d,n,b,g
